,Default,Limit,Sex,Education,Marriage,Age,Debt1,Debt2,Debt3,Debt4,Debt5
15428,0,50000,Male,University,Single,23,26080,53991,25648,24497,29712
15429,0,130000,Male,University,Married,24,390,46226,45337,47627,44520
15430,0,50000,Male,Graduate,Married,24,48526,47748,46861,46262,45262
15431,0,150000,Male,University,Single,28,57913,57162,79367,85287,114115
15432,0,30000,Male,Graduate,Single,24,26737,27672,26672,26942,25942
15433,0,350000,Male,Graduate,Single,29,-196,-6036,19928,20742,22972
15434,0,50000,Male,University,Single,25,46180,2667,-9,-15,31867
15435,0,20000,Male,University,Single,23,16268,15768,15268,13758,12758
15436,0,20000,Male,University,Single,23,15328,0,0,0,0
15437,0,180000,Male,Graduate,Single,26,0,-200,-200,-200,-200
15438,0,50000,Male,High_School,Single,26,0,0,0,0,0
15439,1,150000,Male,University,Single,26,92518,99113,142607,144963,148656
15440,0,120000,Male,Graduate,Single,27,-3000,73452,71607,89088,87957
15441,1,20000,Male,University,Single,27,3165,4481,0,0,5761
15442,0,60000,Male,University,Single,24,0,3767,3603,0,0
15443,1,80000,Male,High_School,Single,28,40450,85466,37614,38318,37227
15444,0,50000,Male,High_School,Single,30,0,0,0,48355,46641
15445,0,50000,Male,Graduate,Single,25,46974,48057,47425,45425,43425
15446,0,30000,Male,University,Single,22,28715,28511,13848,12357,26313
15447,1,20000,Male,University,Single,26,18315,17915,18521,17421,14904
15448,0,50000,Male,University,Single,27,0,0,0,0,0
15449,0,150000,Male,Graduate,Single,25,11624,24089,29578,35048,49952
15450,0,50000,Male,University,Married,26,0,0,0,0,0
15451,0,500000,Male,Graduate,Single,28,37630,46284,41110,45030,6394
15452,0,120000,Male,Graduate,Single,27,80836,79121,77467,76084,74031
15453,0,260000,Male,Graduate,Single,27,219107,223020,229792,236741,240666
15454,1,20000,Male,University,Single,23,0,0,9000,9159,7000
15455,0,20000,Male,University,Single,24,0,9313,6688,15619,19322
15456,0,200000,Male,Graduate,Single,29,-194,-238,-215,-18297,-1665
15457,0,80000,Male,High_School,Married,31,0,0,0,0,0
15458,0,160000,Male,University,Single,28,0,0,0,0,0
15459,0,200000,Male,Graduate,Single,28,-90,-90,-90,-29,1823
15460,0,90000,Male,University,Single,29,23713,23239,61708,86063,84342
15461,0,20000,Male,High_School,Single,41,0,0,-2110,0,3211
15462,0,120000,Male,University,Single,36,0,-4,0,0,0
15463,0,490000,Male,Graduate,Single,35,155933,148235,140432,147023,147605
15464,0,290000,Male,University,Married,38,7832,-6904,-8874,-32,-43
15465,0,160000,Male,High_School,Single,30,0,0,0,263051,272538
15466,0,220000,Male,Graduate,Single,30,89815,87892,86689,84687,82604
15467,0,290000,Male,University,Married,38,77299,79350,81817,95840,113801
15468,1,360000,Male,Graduate,Married,37,0,0,0,0,0
15469,1,120000,Male,University,Single,40,37371,38401,43957,47104,52306
15470,0,360000,Male,Graduate,Single,30,133559,130751,137867,173154,189032
15471,1,80000,Male,High_School,Married,33,0,0,0,0,0
15472,0,420000,Male,University,Married,37,70983,76282,52406,45994,-505
15473,0,360000,Male,Graduate,Married,39,0,0,0,0,0
15474,0,230000,Male,University,Married,45,45779,44653,43184,41734,40420
15475,1,50000,Male,High_School,Married,46,0,0,0,51400,50677
15476,0,60000,Male,University,Married,48,-287,17417,56217,57028,57689
15477,0,200000,Male,University,Single,30,39258,39060,171380,178541,175967
15478,0,480000,Male,University,Married,30,0,0,-5,0,-6
15479,0,360000,Male,High_School,Married,32,-1,-1,-1,-1,-1
15480,1,100000,Male,Graduate,Married,33,68800,65938,64046,62647,78728
15481,1,150000,Male,Graduate,Married,37,0,0,-106,-5,-67
15482,0,20000,Male,High_School,Married,39,0,14416,18639,-1361,91
15483,0,500000,Male,Graduate,Married,45,0,0,0,0,0
15484,0,180000,Male,Graduate,Married,36,0,0,0,0,0
15485,0,230000,Male,University,Married,29,41540,42850,44034,45218,46402
15486,0,180000,Male,University,Single,43,-6,-7,-31,-7,-24
15487,1,60000,Male,University,Single,29,0,0,0,0,0
15488,1,200000,Male,Graduate,Married,42,0,0,0,0,0
15489,0,30000,Male,High_School,Married,28,28696,58012,54753,19818,16630
15490,1,20000,Male,Graduate,Married,31,0,0,2717,5514,4514
15491,0,110000,Male,Graduate,Married,41,75172,77640,77903,78026,77247
15492,1,80000,Male,High_School,Married,41,38597,60679,78068,77946,89167
15493,0,160000,Male,University,Married,35,0,0,0,0,156150
15494,1,20000,Male,University,Single,35,17830,18472,18802,18582,18382
15495,0,30000,Male,High_School,Single,30,7702,6972,6092,4853,4096
15496,0,30000,Male,University,Married,48,0,-21,0,14418,18548
15497,1,150000,Male,University,Married,34,53862,54764,54266,52768,51229
15498,0,280000,Male,University,Married,31,97544,94133,180165,175488,171376
15499,0,50000,Male,University,Single,33,18403,18782,45173,44960,47140
15500,1,50000,Male,University,Married,28,37513,18884,47735,49546,46132
15501,0,280000,Male,Graduate,Married,34,0,0,2903,4956,-2159
15502,0,200000,Male,University,Married,41,67959,66988,66224,67223,63381
15503,1,210000,Male,High_School,Married,47,0,0,0,-37,0
15504,0,360000,Male,High_School,Married,27,0,0,0,0,0
15505,0,50000,Male,High_School,Married,29,28239,27661,49038,45661,46415
15506,0,90000,Male,University,Single,33,79870,68411,66066,64548,60215
15507,0,270000,Male,University,Married,35,52706,52824,45438,44765,44161
15508,0,50000,Male,High_School,Married,44,0,0,-1261,0,0
15509,0,80000,Male,University,Single,43,0,0,0,0,68600
15510,0,160000,Male,High_School,Married,38,7083,7833,10778,19934,21621
15511,0,200000,Male,University,Married,36,-56,0,0,0,0
15512,1,30000,Male,University,Married,37,20309,20651,20291,19430,18554
15513,1,260000,Male,University,Single,32,123315,129219,132975,144188,158417
15514,0,520000,Male,University,Married,34,0,0,0,0,0
15515,1,140000,Male,High_School,Married,37,0,0,0,0,0
15516,1,20000,Male,University,Single,34,15270,16934,16726,17402,16402
15517,1,50000,Male,High_School,Married,41,0,0,0,13452,13073
15518,0,50000,Male,University,Single,31,1910,370,-3623,7187,5946
15519,0,170000,Male,High_School,Married,42,78202,78234,165679,174880,179761
15520,0,180000,Male,University,Single,32,243,0,7775,7652,34368
15521,0,360000,Male,University,Married,35,0,0,300,0,0
15522,0,220000,Male,University,Married,39,7758,7286,6212,4478,4724
15523,0,500000,Male,Graduate,Married,48,115388,112285,110039,107838,104605
15524,0,80000,Male,University,Single,36,43633,44081,77952,77507,72253
15525,0,150000,Male,University,Married,40,47351,74146,79191,98291,102396
15526,1,140000,Male,High_School,Married,47,92,488,396,0,-104
15527,0,190000,Male,University,Single,39,156570,153800,150273,146886,143789
15528,0,200000,Male,Graduate,Single,32,261377,250201,275189,270020,264565
15529,0,260000,Male,Graduate,Single,33,62968,33056,51318,64674,77930
15530,0,210000,Male,Graduate,Single,30,85118,144911,141743,138619,135537
15531,1,240000,Male,University,Married,38,836,1672,0,0,6012
15532,1,140000,Male,Graduate,Married,39,0,0,0,0,0
15533,0,200000,Male,Graduate,Married,34,-198,-16,-3,-3,-25
15534,0,200000,Male,University,Single,35,18367,20392,24609,25420,23877
15535,0,500000,Male,Graduate,Single,41,0,0,0,0,0
15536,1,50000,Male,University,Married,39,33876,31879,32427,29861,30676
15537,0,130000,Male,University,Single,38,0,-470,-470,-470,-470
15538,0,230000,Male,University,Single,31,114560,114024,111144,105039,98085
15539,0,260000,Male,Graduate,Single,34,0,0,0,-6,0
15540,0,260000,Male,University,Married,46,192646,189052,243773,238462,15134
15541,0,160000,Male,University,Single,30,0,0,-20,-20,-30
15542,1,250000,Male,University,Married,40,34187,33503,32503,37814,62216
15543,0,180000,Male,Graduate,Single,30,0,0,0,0,0
15544,1,20000,Male,Graduate,Married,32,16354,15267,14232,13232,12201
15545,1,270000,Male,Graduate,Married,37,74944,71144,156480,152223,150346
15546,0,280000,Male,Graduate,Married,47,-10,-18,-10,-13,-13
15547,0,30000,Male,University,Single,30,3930,9761,8761,7761,6761
15548,1,450000,Male,University,Single,36,-19,-9,-14,-15,-12
15549,0,360000,Male,Graduate,Married,33,39585,34585,29985,25580,21331
15550,0,20000,Male,University,Single,36,17586,17405,16405,16768,15884
15551,1,200000,Male,High_School,Single,40,0,0,0,0,0
15552,0,500000,Male,Graduate,Married,46,793,3842,2880,6495,3467
15553,0,200000,Male,Graduate,Married,42,-21,-22,-109,-197,-10228
15554,0,450000,Male,High_School,Married,39,44076,0,0,6874,11905
15555,1,20000,Male,University,Single,37,0,390,0,0,522
15556,0,500000,Male,Graduate,Married,42,3588,7423,8190,0,0
15557,0,260000,Male,Graduate,Single,31,81135,86968,85841,86183,92100
15558,1,60000,Male,Graduate,Married,38,56517,48664,47625,48736,45608
15559,0,10000,Male,University,Married,37,4165,0,0,0,6995
15560,0,240000,Male,University,Married,34,133813,130860,130195,128423,127373
15561,0,480000,Male,Graduate,Married,43,316930,333733,373887,380693,369573
15562,0,520000,Male,Graduate,Married,38,105230,103125,101062,98962,96983
15563,1,20000,Male,University,Married,42,18656,18665,18754,18359,20058
15564,0,180000,Male,Graduate,Single,33,1246,510,2106,738,854
15565,0,290000,Male,University,Married,43,3785,3648,1710,1752,0
15566,1,50000,Male,High_School,Single,40,15554,17981,44372,42616,41344
15567,0,500000,Male,Graduate,Single,39,274666,261642,268420,273459,280103
15568,0,100000,Male,University,Single,40,67724,60990,58019,55734,72405
15569,0,300000,Male,Graduate,Married,39,-102,-91,-91,-130,-105
15570,0,130000,Male,Graduate,Married,40,63440,64665,63827,59589,60580
15571,0,500000,Male,Graduate,Married,50,-55,30,-3,-430,-31
15572,0,220000,Male,University,Married,55,0,0,0,0,0
15573,0,260000,Male,High_School,Married,63,258972,244373,239770,235114,254960
15574,1,50000,Male,University,Married,51,21303,24252,31378,35093,39196
15575,1,110000,Male,University,Single,55,107728,111811,105618,107426,47727
15576,0,350000,Male,Graduate,Married,49,0,0,-88,-11,0
15577,0,180000,Male,University,Married,48,0,0,0,0,0
15578,0,120000,Male,High_School,Single,50,117049,114996,120633,116089,114430
15579,1,460000,Male,University,Married,51,-30,35964,-41,-1,-4
15580,1,250000,Male,University,Married,52,34039,31600,32459,28288,29086
15581,0,50000,Male,University,Married,58,34291,43972,49755,54640,59427
15582,0,350000,Male,Graduate,Married,56,134517,139614,143878,250244,246683
15583,1,20000,Male,High_School,Married,52,18824,18448,18759,19368,15448
15584,0,290000,Male,University,Married,49,-12,-13,-67,-15,-19
15585,1,500000,Male,Graduate,Married,50,77330,75735,74611,73063,68350
15586,0,240000,Male,Graduate,Single,57,8567,204757,238945,233387,219277
15587,0,50000,Male,University,Single,52,8674,2291,-11370,20411,39595
15588,0,180000,Male,Graduate,Married,50,74988,71169,67560,64436,61114
15589,0,500000,Male,High_School,Married,52,0,0,-90,0,-12
15590,0,110000,Male,University,Single,51,48485,47801,49784,48764,67064
15591,0,500000,Male,University,Married,53,5176,0,-20,0,-12
15592,0,30000,Male,University,Married,53,28672,28423,27384,25274,28664
15593,1,600000,Male,Graduate,Married,53,424982,431130,451703,458862,450150
15594,0,80000,Male,Graduate,Married,60,0,0,43833,44440,48315
15595,0,270000,Male,Graduate,Married,61,3140,2140,6855,16533,14934
15596,0,30000,Male,High_School,Single,56,26006,29199,30199,31199,32199
15597,1,20000,Female,University,Single,22,8451,11888,10526,8741,9202
15598,0,20000,Female,Graduate,Single,23,18399,18422,17390,16303,18314
15599,1,90000,Male,High_School,Married,56,27944,30789,33114,32334,35039
15600,0,160000,Male,University,Married,59,0,0,0,0,0
15601,0,90000,Female,University,Single,23,47544,47377,83293,84430,86242
15602,1,60000,Female,University,Single,24,0,316,632,948,0
15603,0,20000,Female,High_School,Single,24,7224,0,0,0,0
15604,0,120000,Female,University,Single,25,827,0,0,0,0
15605,0,20000,Female,University,Married,27,10340,-9178,15,15,15
15606,1,130000,Female,University,Single,28,115661,113295,111029,108713,106499
15607,0,90000,Female,University,Single,27,6026,19689,2259,8798,4137
15608,0,430000,Female,Graduate,Single,27,-1,-7,-1,-1,-1
15609,0,360000,Female,Graduate,Single,27,0,0,0,0,0
15610,0,10000,Female,Graduate,Single,22,0,0,4210,4316,5777
15611,0,210000,Female,University,Single,25,0,-7209,12774,29482,-5036
15612,0,120000,Female,High_School,Married,30,0,0,0,0,0
15613,0,120000,Female,University,Married,30,117094,116654,117334,114939,116511
15614,0,100000,Female,Graduate,Single,30,61474,63918,74576,91743,89969
15615,1,60000,Female,University,Single,28,0,9413,7646,5460,4328
15616,0,20000,Female,Graduate,Single,25,0,0,0,0,0
15617,0,200000,Female,University,Single,26,0,0,0,0,0
15618,1,90000,Female,High_School,Single,26,0,5377,3271,2271,0
15619,0,220000,Female,Graduate,Single,28,10730,0,0,0,51022
15620,0,180000,Female,University,Married,40,-43,-43,-43,537,18786
15621,0,320000,Female,Graduate,Single,31,52314,57980,59580,59680,62457
15622,0,280000,Female,University,Single,29,8465,10123,-500,-18,-160
15623,0,130000,Female,University,Single,30,0,396,0,396,0
15624,1,280000,Female,Graduate,Single,30,168,168,0,0,0
15625,0,50000,Female,University,Married,30,-6500,-2992,35616,39431,38968
15626,0,200000,Female,University,Single,33,0,0,0,0,2900
15627,0,320000,Female,Graduate,Single,33,0,0,0,0,0
15628,0,90000,Female,University,Married,37,0,0,1073,0,1073
15629,0,180000,Female,University,Married,34,0,0,0,0,0
15630,0,140000,Female,University,Married,35,27383,34146,40337,46743,53125
15631,0,330000,Female,Graduate,Single,36,12945,29741,35117,35814,36719
15632,1,90000,Female,University,Single,25,150,0,0,0,0
15633,0,180000,Female,University,Single,27,57027,55886,54768,53673,52600
15634,0,200000,Female,Graduate,Married,38,0,0,0,-116,0
15635,0,270000,Female,University,Married,38,114553,0,4500,3061,2491
15636,0,60000,Female,Graduate,Single,23,17410,30147,31838,39143,39950
15637,0,80000,Female,University,Single,26,0,0,0,0,21000
15638,1,250000,Female,Graduate,Single,29,24011,0,0,0,0
15639,0,270000,Female,University,Married,32,240021,235092,264560,258573,253141
15640,0,170000,Female,Graduate,Single,40,4035,6058,16517,15994,14869
15641,0,250000,Female,University,Married,36,176036,-7993,28316,234611,229097
15642,0,360000,Female,University,Married,38,10000,0,26045,0,0
15643,0,310000,Female,University,Married,34,26341,25766,24598,39573,85042
15644,0,200000,Female,University,Married,39,-26,-82,-82,19688,0
15645,0,130000,Female,High_School,Married,42,0,0,0,0,0
15646,0,310000,Female,University,Married,49,-4766,10805,20144,33046,42308
15647,0,200000,Female,University,Single,34,0,0,0,0,9000
15648,0,190000,Female,University,Married,35,183300,181950,179295,183158,181120
15649,0,210000,Female,University,Married,36,0,0,0,0,0
15650,0,100000,Female,University,Married,36,0,0,-39,0,4202
15651,0,90000,Female,University,Married,39,83653,83948,88660,84142,87502
15652,0,290000,Female,University,Single,41,205027,202747,269300,263748,262517
15653,0,200000,Female,University,Married,42,0,0,0,0,0
15654,0,120000,Female,Graduate,Single,40,11968,11729,0,0,0
15655,1,130000,Female,University,Married,37,0,44800,45000,41513,40513
15656,0,150000,Female,High_School,Married,46,26060,24681,23300,11907,26359
15657,0,220000,Female,Graduate,Married,37,0,0,-95,0,-799
15658,0,200000,Female,University,Married,37,138579,-2423,0,92900,95942
15659,0,120000,Female,High_School,Married,37,0,0,0,0,0
15660,0,200000,Female,University,Single,37,-2,-2,-2,-2,-1
15661,0,100000,Female,University,Married,41,0,0,0,-1,0
15662,0,130000,Female,University,Single,43,96690,94476,99305,102267,102778
15663,1,10000,Female,University,Single,55,4600,8356,7356,7136,7653
15664,0,150000,Female,University,Married,45,63706,61749,67303,141983,132927
15665,0,60000,Female,High_School,Married,42,-4,0,0,24947,28061
15666,0,130000,Male,High_School,Single,27,127202,126457,126797,126355,127178
15667,0,50000,Male,Graduate,Single,22,8490,17191,16227,-15000,4920
15668,0,410000,Male,Graduate,Single,27,-267,-90,309,-398,-444
15669,0,210000,Male,Graduate,Single,29,-3,-3,-3,0,0
15670,0,140000,Male,University,Single,30,45338,78843,132548,-6961,-4925
15671,1,80000,Male,High_School,Married,31,61088,58937,59769,56513,27433
15672,1,30000,Male,University,Single,31,12245,12758,10963,11462,10440
15673,0,200000,Male,Graduate,Married,32,0,0,380,0,380
15674,0,550000,Male,Graduate,Single,31,-11,0,-12,0,1600
15675,1,80000,Male,University,Single,24,13395,16475,-2000,-1461,-1461
15676,0,50000,Male,Graduate,Single,25,46891,46960,48487,48516,47883
15677,0,30000,Male,Graduate,Single,26,21512,21072,20703,22721,21697
15678,0,100000,Male,Graduate,Single,26,2476,3437,3398,44135,1286
15679,0,70000,Male,Graduate,Single,27,0,0,0,0,0
15680,0,220000,Male,Graduate,Single,32,0,0,0,18084,0
15681,1,30000,Male,University,Single,25,8473,0,0,390,0
15682,0,250000,Male,University,Single,28,0,0,-9,-4,-13
15683,0,20000,Male,High_School,Single,28,14916,13801,12740,11666,14025
15684,0,210000,Male,University,Single,29,27493,31264,34137,74297,113620
15685,0,360000,Male,Graduate,Single,29,0,0,0,0,0
15686,0,170000,Male,University,Single,29,-268,-694,88768,157405,22183
15687,0,10000,Male,University,Single,29,6571,6282,-10,-10,8990
15688,1,280000,Male,University,Single,30,145284,141694,137087,39417,30688
15689,1,30000,Male,University,Single,22,1429,1809,199,1890,2310
15690,0,20000,Male,University,Single,24,12364,16027,14716,15943,14548
15691,1,10000,Male,Graduate,Single,26,9651,9616,8265,7265,6265
